RelativePath,SourceBytes,Status,Method,OutputPath,Notes
"G11_OrangeSkull.CFG",480,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\G11_OrangeSkull.CFG.png","raw RGB strip, pixels=160, variableChannel=G, uniqueBytes=9, FF=66.7 %"
"G3A3_Silencer_DMZ.CFG",496,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\G3A3_Silencer_DMZ.CFG.png","raw RGB strip, pixels=166, variableChannel=G, uniqueBytes=11, FF=66.7 %"
"Gatling Gun-Blue Crystal.CFG",452,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Gatling Gun-Blue Crystal.CFG.png","raw RGB strip, pixels=151, variableChannel=R, uniqueBytes=7, FF=66.6 %"
"Gatling Gun-UltimateSilver.CFG",502,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Gatling Gun-UltimateSilver.CFG.png","raw RGB strip, pixels=168, variableChannel=G, uniqueBytes=16, FF=66.7 %"
"GatlingGun_Magma.CFG",481,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\GatlingGun_Magma.CFG.png","raw RGB strip, pixels=161, variableChannel=R, uniqueBytes=3, FF=66.5 %"
"GHOST2_Wepon.CFG",129,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\GHOST2_Wepon.CFG.png","raw RGB strip, pixels=43, variableChannel=B, uniqueBytes=3, FF=66.7 %"
"Gloves_GoldDesertSkull.CFG",497,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Gloves_GoldDesertSkull.CFG.png","raw RGB strip, pixels=166, variableChannel=B, uniqueBytes=4, FF=66.8 %"
"Gloves_RustyGoldSkull.CFG",508,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Gloves_RustyGoldSkull.CFG.png","raw RGB strip, pixels=170, variableChannel=R, uniqueBytes=11, FF=66.5 %"
"Gloves_Storm.CFG",476,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Gloves_Storm.CFG.png","raw RGB strip, pixels=159, variableChannel=B, uniqueBytes=13, FF=66.8 %"
"Glove_RoyalDragon3.CFG",495,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Glove_RoyalDragon3.CFG.png","raw RGB strip, pixels=165, variableChannel=R, uniqueBytes=7, FF=66.7 %"
"Goldfuzzy.CFG",469,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Goldfuzzy.CFG.png","raw RGB strip, pixels=157, variableChannel=R, uniqueBytes=17, FF=66.5 %"
"Grenade_GoldDragon.CFG",494,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Grenade_GoldDragon.CFG.png","raw RGB strip, pixels=165, variableChannel=B, uniqueBytes=4, FF=66.8 %"
"Grenade_Halloween.CFG",487,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Grenade_Halloween.CFG.png","raw RGB strip, pixels=163, variableChannel=R, uniqueBytes=4, FF=66.5 %"
"Grenade_Valentine2016.CFG",504,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Grenade_Valentine2016.CFG.png","raw RGB strip, pixels=168, variableChannel=B, uniqueBytes=6, FF=66.7 %"
"Grenade_Xmas.CFG",474,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Grenade_Xmas.CFG.png","raw RGB strip, pixels=158, variableChannel=B, uniqueBytes=14, FF=66.7 %"
"Grenade_YellowCrystal.CFG",467,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Grenade_YellowCrystal.CFG.png","raw RGB strip, pixels=156, variableChannel=B, uniqueBytes=8, FF=66.8 %"
"HEGrenade_phoenix.CFG",491,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\HEGrenade_phoenix.CFG.png","raw RGB strip, pixels=164, variableChannel=R, uniqueBytes=15, FF=66.6 %"
"IAS_Gemini.CFG",476,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\IAS_Gemini.CFG.png","raw RGB strip, pixels=159, variableChannel=G, uniqueBytes=11, FF=66.6 %"
"IAS_UltimateGold.CFG",495,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\IAS_UltimateGold.CFG.png","raw RGB strip, pixels=165, variableChannel=B, uniqueBytes=4, FF=66.7 %"
"IronMace-G_GoldDesertSkull.CFG",514,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\IronMace-G_GoldDesertSkull.CFG.png","raw RGB strip, pixels=172, variableChannel=B, uniqueBytes=7, FF=66.7 %"
"IronMaceG_Storm.CFG",493,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\IronMaceG_Storm.CFG.png","raw RGB strip, pixels=165, variableChannel=G, uniqueBytes=14, FF=66.7 %"
"Ironmace_RustyGoldSkull.CFG",513,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Ironmace_RustyGoldSkull.CFG.png","raw RGB strip, pixels=171, variableChannel=R, uniqueBytes=8, FF=66.7 %"
"Jack Hammer-regold.CFG",409,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Jack Hammer-regold.CFG.png","raw RGB strip, pixels=137, variableChannel=R, uniqueBytes=8, FF=66.5 %"
"JackHammer_USS.CFG",480,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\JackHammer_USS.CFG.png","raw RGB strip, pixels=160, variableChannel=B, uniqueBytes=19, FF=66.7 %"
"KACChainSAW_RoyalDragon4.CFG",509,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\KACChainSAW_RoyalDragon4.CFG.png","raw RGB strip, pixels=170, variableChannel=B, uniqueBytes=6, FF=66.8 %"
"KACChainSAW_RustyGoldSkull.CFG",513,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\KACChainSAW_RustyGoldSkull.CFG.png","raw RGB strip, pixels=171, variableChannel=R, uniqueBytes=13, FF=66.7 %"
"KACChainSAW_UltimateGoldsmith.CFG",530,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\KACChainSAW_UltimateGoldsmith.CFG.png","raw RGB strip, pixels=177, variableChannel=R, uniqueBytes=13, FF=66.6 %"
"KnifeKnights_UltimateGold.CFG",520,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\KnifeKnights_UltimateGold.CFG.png","raw RGB strip, pixels=174, variableChannel=G, uniqueBytes=8, FF=66.7 %"
"Knuckle2_InfernalDragon.CFG",512,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Knuckle2_InfernalDragon.CFG.png","raw RGB strip, pixels=171, variableChannel=R, uniqueBytes=8, FF=66.6 %"
"Knuckle_Magma.CFG",485,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Knuckle_Magma.CFG.png","raw RGB strip, pixels=162, variableChannel=G, uniqueBytes=24, FF=66.6 %"
"KrissSuperV_JHP.CFG",484,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\KrissSuperV_JHP.CFG.png","raw RGB strip, pixels=162, variableChannel=B, uniqueBytes=7, FF=66.7 %"
"KrissSuperV_PlatinumBlue.CFG",516,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\KrissSuperV_PlatinumBlue.CFG.png","raw RGB strip, pixels=172, variableChannel=G, uniqueBytes=14, FF=66.7 %"
"KrissSuperV_UltimateGold.CFG",517,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\KrissSuperV_UltimateGold.CFG.png","raw RGB strip, pixels=173, variableChannel=G, uniqueBytes=11, FF=66.7 %"
"KrissSupverV_RedCrystal.CFG",446,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\KrissSupverV_RedCrystal.CFG.png","raw RGB strip, pixels=149, variableChannel=R, uniqueBytes=11, FF=66.6 %"
"KSG15_Halloween.CFG",489,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\KSG15_Halloween.CFG.png","raw RGB strip, pixels=163, variableChannel=G, uniqueBytes=7, FF=66.7 %"
"KTR-08.CFG",454,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\KTR-08.CFG.png","raw RGB strip, pixels=152, variableChannel=G, uniqueBytes=19, FF=66.7 %"
"Kukri_Beast.CFG",481,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Kukri_Beast.CFG.png","raw RGB strip, pixels=161, variableChannel=R, uniqueBytes=14, FF=66.5 %"
"Kukri_Jade.CFG",470,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Kukri_Jade.CFG.png","raw RGB strip, pixels=157, variableChannel=B, uniqueBytes=8, FF=66.8 %"
"Kukri_Peony.CFG",475,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Kukri_Peony.CFG.png","raw RGB strip, pixels=159, variableChannel=R, uniqueBytes=15, FF=66.5 %"
"Kukri_RoyalDragon5.CFG",497,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Kukri_RoyalDragon5.CFG.png","raw RGB strip, pixels=166, variableChannel=B, uniqueBytes=13, FF=66.8 %"
"Kukri_UltimateGold.CFG",497,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Kukri_UltimateGold.CFG.png","raw RGB strip, pixels=166, variableChannel=R, uniqueBytes=8, FF=66.6 %"
"L86LSW_PerfectSilver.CFG",500,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\L86LSW_PerfectSilver.CFG.png","raw RGB strip, pixels=167, variableChannel=G, uniqueBytes=15, FF=66.6 %"
"LaserDagger_Valentine2016.CFG",516,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\LaserDagger_Valentine2016.CFG.png","raw RGB strip, pixels=172, variableChannel=B, uniqueBytes=24, FF=66.7 %"
"M1216_blueskull.CFG",481,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M1216_blueskull.CFG.png","raw RGB strip, pixels=161, variableChannel=B, uniqueBytes=9, FF=66.7 %"
"M1216_GoldSkull.CFG",491,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M1216_GoldSkull.CFG.png","raw RGB strip, pixels=164, variableChannel=G, uniqueBytes=16, FF=66.6 %"
"M1216_OrangeSkull.CFG",491,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M1216_OrangeSkull.CFG.png","raw RGB strip, pixels=164, variableChannel=B, uniqueBytes=14, FF=66.8 %"
"M1216_PerfectSilver.CFG",499,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M1216_PerfectSilver.CFG.png","raw RGB strip, pixels=167, variableChannel=R, uniqueBytes=8, FF=66.5 %"
"M14EBR-Ultimate Gold.CFG",496,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M14EBR-Ultimate Gold.CFG.png","raw RGB strip, pixels=166, variableChannel=B, uniqueBytes=7, FF=66.7 %"
"M14EBR_RedCrystal.CFG",442,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M14EBR_RedCrystal.CFG.png","raw RGB strip, pixels=148, variableChannel=G, uniqueBytes=22, FF=66.7 %"
"M14EBR_Silencer_RoyalDragon5.CFG",520,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M14EBR_Silencer_RoyalDragon5.CFG.png","raw RGB strip, pixels=174, variableChannel=R, uniqueBytes=13, FF=66.5 %"
"M14EBR_Taurus.CFG",634,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M14EBR_Taurus.CFG.png","raw RGB strip, pixels=212, variableChannel=B, uniqueBytes=15, FF=66.7 %"
"M14EBR_Taurus_Doll.CFG",661,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M14EBR_Taurus_Doll.CFG.png","raw RGB strip, pixels=221, variableChannel=G, uniqueBytes=13, FF=66.7 %"
"M1896_Libra.CFG",475,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M1896_Libra.CFG.png","raw RGB strip, pixels=159, variableChannel=R, uniqueBytes=7, FF=66.5 %"
"M1896_UltimateGoldsmith.CFG",512,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M1896_UltimateGoldsmith.CFG.png","raw RGB strip, pixels=171, variableChannel=B, uniqueBytes=13, FF=66.8 %"
"M1896_USS.CFG",467,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M1896_USS.CFG.png","raw RGB strip, pixels=156, variableChannel=R, uniqueBytes=22, FF=66.6 %"
"M1A1.CFG",366,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M1A1.CFG.png","raw RGB strip, pixels=122, variableChannel=G, uniqueBytes=13, FF=66.7 %"
"M200CheyTac_Halloween2015.CFG",705,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M200CheyTac_Halloween2015.CFG.png","raw RGB strip, pixels=235, variableChannel=G, uniqueBytes=18, FF=66.7 %"
"M200CheyTac_UltimateGold.CFG",699,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M200CheyTac_UltimateGold.CFG.png","raw RGB strip, pixels=233, variableChannel=G, uniqueBytes=14, FF=66.7 %"
"M240B_Tesla.CFG",476,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M240B_Tesla.CFG.png","raw RGB strip, pixels=159, variableChannel=G, uniqueBytes=6, FF=66.6 %"
"M240B_Tesla_AI.CFG",482,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M240B_Tesla_AI.CFG.png","raw RGB strip, pixels=161, variableChannel=B, uniqueBytes=13, FF=66.8 %"
"M37 Stakeout-Hellfire.CFG",484,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M37 Stakeout-Hellfire.CFG.png","raw RGB strip, pixels=162, variableChannel=R, uniqueBytes=21, FF=66.5 %"
"M37Stakeout_Slug.CFG",492,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M37Stakeout_Slug.CFG.png","raw RGB strip, pixels=164, variableChannel=B, uniqueBytes=13, FF=66.7 %"
"M37Stakeout_Slug_Ghetto.CFG",511,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M37Stakeout_Slug_Ghetto.CFG.png","raw RGB strip, pixels=171, variableChannel=B, uniqueBytes=12, FF=66.7 %"
"M4A1-Blue Crystal.CFG",431,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1-Blue Crystal.CFG.png","raw RGB strip, pixels=144, variableChannel=G, uniqueBytes=13, FF=66.6 %"
"M4A1-S-Lily.CFG",482,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1-S-Lily.CFG.png","raw RGB strip, pixels=161, variableChannel=B, uniqueBytes=7, FF=66.8 %"
"M4A1-S_UltimateSilver.CFG",546,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1-S_UltimateSilver.CFG.png","raw RGB strip, pixels=182, variableChannel=R, uniqueBytes=11, FF=66.7 %"
"M4A1_Custom_RedCrystal.CFG",625,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_Custom_RedCrystal.CFG.png","raw RGB strip, pixels=209, variableChannel=R, uniqueBytes=22, FF=66.6 %"
"M4A1_Custom_violetCrystal.CFG",631,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_Custom_violetCrystal.CFG.png","raw RGB strip, pixels=211, variableChannel=B, uniqueBytes=15, FF=66.7 %"
"M4A1_C_UltimateGold.CFG",500,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_C_UltimateGold.CFG.png","raw RGB strip, pixels=167, variableChannel=G, uniqueBytes=19, FF=66.6 %"
"M4A1_Phoenix.CFG",471,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_Phoenix.CFG.png","raw RGB strip, pixels=157, variableChannel=B, uniqueBytes=11, FF=66.7 %"
"M4A1_Silencer_DMZ.CFG",493,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_Silencer_DMZ.CFG.png","raw RGB strip, pixels=165, variableChannel=B, uniqueBytes=6, FF=66.7 %"
"M4A1_Silencer_Peony.CFG",494,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_Silencer_Peony.CFG.png","raw RGB strip, pixels=165, variableChannel=G, uniqueBytes=11, FF=66.6 %"
"M4A1_Silencer_PlatinumBlue.CFG",524,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_Silencer_PlatinumBlue.CFG.png","raw RGB strip, pixels=175, variableChannel=B, uniqueBytes=19, FF=66.8 %"
"M4A1_Silencer_Predator.CFG",704,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_Silencer_Predator.CFG.png","raw RGB strip, pixels=235, variableChannel=R, uniqueBytes=16, FF=66.6 %"
"M4A1_Silencer_TurtleShell.CFG",515,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_Silencer_TurtleShell.CFG.png","raw RGB strip, pixels=172, variableChannel=G, uniqueBytes=23, FF=66.6 %"
"M4A1_S_Beast.CFG",468,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_S_Beast.CFG.png","raw RGB strip, pixels=156, variableChannel=B, uniqueBytes=6, FF=66.7 %"
"M4A1_S_BlueDiamond.CFG",498,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_S_BlueDiamond.CFG.png","raw RGB strip, pixels=166, variableChannel=B, uniqueBytes=7, FF=66.7 %"
"M4A1_S_BornBeast.CFG",492,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_S_BornBeast.CFG.png","raw RGB strip, pixels=164, variableChannel=B, uniqueBytes=20, FF=66.7 %"
"M4A1_S_IronBeast-NobleGold.CFG",516,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_S_IronBeast-NobleGold.CFG.png","raw RGB strip, pixels=172, variableChannel=B, uniqueBytes=6, FF=66.7 %"
"M4A1_S_Jewelry.CFG",642,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_S_Jewelry.CFG.png","raw RGB strip, pixels=214, variableChannel=B, uniqueBytes=17, FF=66.7 %"
"M4A1_S_PinkCrystal.CFG",556,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_S_PinkCrystal.CFG.png","raw RGB strip, pixels=186, variableChannel=B, uniqueBytes=22, FF=66.7 %"
"M4A1_S_SAKURA2.CFG",483,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_S_SAKURA2.CFG.png","raw RGB strip, pixels=161, variableChannel=G, uniqueBytes=8, FF=66.7 %"
"M4A1_S_SonWukong.CFG",489,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_S_SonWukong.CFG.png","raw RGB strip, pixels=163, variableChannel=G, uniqueBytes=7, FF=66.7 %"
"M4A1_S_Transformers.CFG",506,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_S_Transformers.CFG.png","raw RGB strip, pixels=169, variableChannel=G, uniqueBytes=19, FF=66.6 %"
"M4A1_S_UltimateGold.CFG",504,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_S_UltimateGold.CFG.png","raw RGB strip, pixels=168, variableChannel=B, uniqueBytes=5, FF=66.7 %"
"M4A1_XS_Jade.CFG",475,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_XS_Jade.CFG.png","raw RGB strip, pixels=159, variableChannel=B, uniqueBytes=17, FF=66.7 %"
"M4A1_XS_RoyalDragon2.CFG",499,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_XS_RoyalDragon2.CFG.png","raw RGB strip, pixels=167, variableChannel=G, uniqueBytes=24, FF=66.7 %"
"M4A1_XS_RoyalDragon4.CFG",501,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M4A1_XS_RoyalDragon4.CFG.png","raw RGB strip, pixels=167, variableChannel=R, uniqueBytes=7, FF=66.7 %"
"M60_RedSilversmith.CFG",496,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M60_RedSilversmith.CFG.png","raw RGB strip, pixels=166, variableChannel=R, uniqueBytes=10, FF=66.5 %"
"M82A1-IronShark.CFG",645,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M82A1-IronShark.CFG.png","raw RGB strip, pixels=215, variableChannel=B, uniqueBytes=20, FF=66.7 %"
"M82A1_BornBeast_NobleGold.CFG",702,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M82A1_BornBeast_NobleGold.CFG.png","raw RGB strip, pixels=234, variableChannel=B, uniqueBytes=13, FF=66.7 %"
"M82a1_Peony.CFG",618,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M82a1_Peony.CFG.png","raw RGB strip, pixels=206, variableChannel=B, uniqueBytes=25, FF=66.7 %"
"M82A1_RoyalDragon3.CFG",667,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M82A1_RoyalDragon3.CFG.png","raw RGB strip, pixels=223, variableChannel=B, uniqueBytes=13, FF=66.7 %"
"M82A1_RoyalDragon4.CFG",659,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M82A1_RoyalDragon4.CFG.png","raw RGB strip, pixels=220, variableChannel=G, uniqueBytes=14, FF=66.6 %"
"M82A1_RoyalDragon5.CFG",668,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M82A1_RoyalDragon5.CFG.png","raw RGB strip, pixels=223, variableChannel=B, uniqueBytes=18, FF=66.8 %"
